county_fips,county_name,state_name,state_code,population
31055.0,Douglas County,NE,NE,148984
25005.0,Bristol County,MA,MA,402918
42045.0,Delaware County,PA,PA,364712
34039.0,Union County,NJ,NJ,220151
10003.0,New Castle County,DE,DE,233767
55025.0,Dane County,WI,WI,224375
12101.0,Pasco County,FL,FL,279262
6099.0,Stanislaus County,CA,CA,236330
42071.0,Lancaster County,PA,PA,401648
27123.0,Ramsey County,MN,MN,264231
12127.0,Volusia County,FL,FL,113986
39153.0,Summit County,OH,OH,161858
37081.0,Guilford County,NC,NC,229312
39113.0,Montgomery County,OH,OH,112666
42029.0,Chester County,PA,PA,400804
53063.0,Spokane County,WA,WA,234633
25023.0,Plymouth County,MA,MA,388998
34007.0,Camden County,NJ,NJ,426649
34031.0,Passaic County,NJ,NJ,204488
20173.0,Sedgwick County,KS,KS,283323
45045.0,Greenville County,SC,SC,384806
17089.0,Kane County,IL,IL,370536
8001.0,Adams County,CO,CO,130535
34027.0,Morris County,NJ,NJ,475713
53011.0,Clark County,WA,WA,414400
18089.0,Lake County,IN,IN,451279
36085.0,Richmond County,NY,NY,489622
6097.0,Sonoma County,CA,CA,397366
19153.0,Polk County,IA,IA,177373
16001.0,Ada County,ID,ID,223684
32031.0,Washoe County,NV,NV,373109
51153.0,Prince William County,VA,VA,124538
47093.0,Knox County,TN,TN,470210
36067.0,Onondaga County,NY,NY,301664
6107.0,Tulare County,CA,CA,475396
12117.0,Seminole County,FL,FL,239182
25013.0,Hampden County,MA,MA,258338
34005.0,Burlington County,NJ,NJ,284064
51810.0,Virginia Beach City,VA,VA,314020
22033.0,East Baton Rouge Parish,LA,LA,198806
42133.0,York County,PA,PA,473133
6095.0,Solano County,CA,CA,190982
6083.0,Santa Barbara County,CA,CA,221626
22051.0,Jefferson Parish,LA,LA,219176
6053.0,Monterey County,CA,CA,493422
27037.0,Dakota County,MN,MN,318126
39095.0,Lucas County,OH,OH,318969
12115.0,Sarasota County,FL,FL,222409
42011.0,Berks County,PA,PA,123419
4021.0,Pinal County,AZ,AZ,353618
33011.0,Hillsborough County,NH,NH,345310
48061.0,Cameron County,TX,TX,150015
41005.0,Clackamas County,OR,OR,348550
45079.0,Richland County,SC,SC,222096
1097.0,Mobile County,AL,AL,207059
51107.0,Loudoun County,VA,VA,285340
26049.0,Genesee County,MI,MI,210687
55133.0,Waukesha County,WI,WI,450083
45019.0,Charleston County,SC,SC,311428
29183.0,Saint Charles County,MO,MO,205878
6061.0,Placer County,CA,CA,302982
36071.0,Orange County,NY,NY,298286
5119.0,Pulaski County,AR,AR,349002
12081.0,Manatee County,FL,FL,350396
39017.0,Butler County,OH,OH,264899
34021.0,Mercer County,NJ,NJ,424767
22071.0,Orleans Parish,LA,LA,437594
1089.0,Madison County,AL,AL,455570
18003.0,Allen County,IN,IN,479989
37067.0,Forsyth County,NC,NC,143585
41039.0,Lane County,OR,OR,471369
12097.0,Osceola County,FL,FL,164044
12069.0,Lake County,FL,FL,209556
39151.0,Stark County,OH,OH,102693
12021.0,Collier County,FL,FL,457403
26161.0,Washtenaw County,MI,MI,343307
42077.0,Lehigh County,PA,PA,300235
12083.0,Marion County,FL,FL,125939
48039.0,Brazoria County,TX,TX,252906
48027.0,Bell County,TX,TX,118047
47065.0,Hamilton County,TN,TN,388249
27003.0,Anoka County,MN,MN,175766
51041.0,Chesterfield County,VA,VA,144262
49011.0,Davis County,UT,UT,487261
42129.0,Westmoreland County,PA,PA,385920
8069.0,Larimer County,CO,CO,261152
48355.0,Nueces County,TX,TX,228376
8035.0,Douglas County,CO,CO,237848
48167.0,Galveston County,TX,TX,192787
45051.0,Horry County,SC,SC,227948
41047.0,Marion County,OR,OR,155016
34035.0,Somerset County,NJ,NJ,121959
18057.0,Hamilton County,IN,IN,236602
36087.0,Rockland County,NY,NY,325928
47149.0,Rutherford County,TN,TN,481245
37051.0,Cumberland County,NC,NC,365892
51087.0,Henrico County,VA,VA,328576
24027.0,Howard County,MD,MD,113545
8013.0,Boulder County,CO,CO,489803
12111.0,Saint Lucie County,FL,FL,265838
42079.0,Luzerne County,PA,PA,435674
45083.0,Spartanburg County,SC,SC,455701
8123.0,Weld County,CO,CO,161087
21067.0,Fayette County,KY,KY,168840
31109.0,Lancaster County,NE,NE,218451
37063.0,Durham County,NC,NC,413149
12033.0,Escambia County,FL,FL,139353
36001.0,Albany County,NY,NY,293075
33015.0,Rockingham County,NH,NH,314283
39093.0,Lorain County,OH,OH,414877
42095.0,Northampton County,PA,PA,165318
17111.0,McHenry County,IL,IL,341025
48303.0,Lubbock County,TX,TX,167172
29510.0,Saint Louis City,MO,MO,316688
23005.0,Cumberland County,ME,ME,356951
34015.0,Gloucester County,NJ,NJ,193264
29077.0,Greene County,MO,MO,346458
36027.0,Dutchess County,NY,NY,388880
13051.0,Chatham County,GA,GA,325281
13063.0,Clayton County,GA,GA,212859
26139.0,Ottawa County,MI,MI,474325
2020.0,Anchorage Borough,AK,AK,494070
40027.0,Cleveland County,OK,OK,452228
45063.0,Lexington County,SC,SC,369536
12073.0,Leon County,FL,FL,417824
53067.0,Thurston County,WA,WA,357426
26065.0,Ingham County,MI,MI,277789
17201.0,Winnebago County,IL,IL,318164
42043.0,Dauphin County,PA,PA,413003
6079.0,San Luis Obispo County,CA,CA,225657
5007.0,Benton County,AR,AR,335167
6047.0,Merced County,CA,CA,257381
45091.0,York County,SC,SC,294806
12001.0,Alachua County,FL,FL,170467
34001.0,Atlantic County,NJ,NJ,283734
53035.0,Kitsap County,WA,WA,198506
6087.0,Santa Cruz County,CA,CA,209751
18141.0,Saint Joseph County,IN,IN,481050
42049.0,Erie County,PA,PA,387486
9011.0,New London County,CT,CT,268229
24021.0,Frederick County,MD,MD,468452
55009.0,Brown County,WI,WI,206081
37021.0,Buncombe County,NC,NC,189045
48479.0,Webb County,TX,TX,134698
17119.0,Madison County,IL,IL,210078
12109.0,Saint Johns County,FL,FL,442767
27163.0,Washington County,MN,MN,122671
22103.0,Saint Tammany Parish,LA,LA,455528
6041.0,Marin County,CA,CA,186202
13057.0,Cherokee County,GA,GA,151663
26077.0,Kalamazoo County,MI,MI,115708
49057.0,Weber County,UT,UT,454050
17163.0,Saint Clair County,IL,IL,411955
24025.0,Harford County,MD,MD,233883
48309.0,McLennan County,TX,TX,418394
42041.0,Cumberland County,PA,PA,212547
48245.0,Jefferson County,TX,TX,486393
53077.0,Yakima County,WA,WA,134754
29047.0,Clay County,MO,MO,326814
51550.0,Chesapeake City,VA,VA,337714
13117.0,Forsyth County,GA,GA,242483
5143.0,Washington County,AR,AR,233983
47187.0,Williamson County,TN,TN,314835
22055.0,Lafayette Parish,LA,LA,184896
22017.0,Caddo Parish,LA,LA,171295
39165.0,Warren County,OH,OH,319686
51710.0,Norfolk City,VA,VA,462833
13151.0,Henry County,GA,GA,373255
37179.0,Union County,NC,NC,399648
51013.0,Arlington County,VA,VA,232874
36091.0,Saratoga County,NY,NY,108155
48209.0,Hays County,TX,TX,401528
10005.0,Sussex County,DE,DE,474705
4025.0,Yavapai County,AZ,AZ,147254
39085.0,Lake County,OH,OH,384062
36065.0,Oneida County,NY,NY,185981
48423.0,Smith County,TX,TX,130306
48041.0,Brazos County,TX,TX,247718
28049.0,Hinds County,MS,MS,408987
1101.0,Montgomery County,AL,AL,220975
39099.0,Mahoning County,OH,OH,458745
19113.0,Linn County,IA,IA,207512
25001.0,Barnstable County,MA,MA,247443
16027.0,Canyon County,ID,ID,473616
1003.0,Baldwin County,AL,AL,233121
37071.0,Gaston County,NC,NC,262688
29099.0,Jefferson County,MO,MO,465871
51760.0,Richmond City,VA,VA,475037
37129.0,New Hanover County,NC,NC,383076
53073.0,Whatcom County,WA,WA,217796
1125.0,Tuscaloosa County,AL,AL,391999
45015.0,Berkeley County,SC,SC,292506
41029.0,Jackson County,OR,OR,274088
37025.0,Cabarrus County,NC,NC,369544
1117.0,Shelby County,AL,AL,480002
35013.0,Dona Ana County,NM,NM,273714
6007.0,Butte County,CA,CA,115151
6113.0,Yolo County,CA,CA,166690
12019.0,Clay County,FL,FL,104499
47125.0,Montgomery County,TN,TN,106295
42069.0,Lackawanna County,PA,PA,483029
36063.0,Niagara County,NY,NY,488215
22019.0,Calcasieu Parish,LA,LA,421184
4015.0,Mohave County,AZ,AZ,374327
39041.0,Delaware County,OH,OH,243946
37101.0,Johnston County,NC,NC,478480
23031.0,York County,ME,ME,132711
12091.0,Okaloosa County,FL,FL,367683
42125.0,Washington County,PA,PA,284423
39025.0,Clermont County,OH,OH,279426
28047.0,Harrison County,MS,MS,488207
17019.0,Champaign County,IL,IL,233629
18039.0,Elkhart County,IN,IN,400504
13245.0,Richmond County,GA,GA,313090
53005.0,Benton County,WA,WA,233272
13215.0,Muscogee County,GA,GA,343548
4027.0,Yuma County,AZ,AZ,278047
45007.0,Anderson County,SC,SC,383501
39155.0,Trumbull County,OH,OH,219121
13139.0,Hall County,GA,GA,177505
37133.0,Onslow County,NC,NC,102869
15001.0,Hawaii County,HI,HI,357186
27137.0,Saint Louis County,MN,MN,412252
36007.0,Broome County,NY,NY,212296
55101.0,Racine County,WI,WI,194179
17167.0,Sangamon County,IL,IL,190272
41017.0,Deschutes County,OR,OR,138467
46099.0,Minnehaha County,SD,SD,385472
26093.0,Livingston County,MI,MI,453556
47165.0,Sumner County,TN,TN,235059
42019.0,Butler County,PA,PA,158871
12053.0,Hernando County,FL,FL,228391
6017.0,El Dorado County,CA,CA,186416
26145.0,Saginaw County,MI,MI,432415
55087.0,Outagamie County,WI,WI,406208
31153.0,Sarpy County,NE,NE,356687
48139.0,Ellis County,TX,TX,301163
18157.0,Tippecanoe County,IN,IN,207450
45013.0,Beaufort County,SC,SC,271890
9005.0,Litchfield County,CT,CT,381974
12015.0,Charlotte County,FL,FL,216381
12113.0,Santa Rosa County,FL,FL,147333
37097.0,Iredell County,NC,NC,234508
28033.0,DeSoto County,MS,MS,305362
51700.0,Newport News City,VA,VA,438357
38017.0,Cass County,ND,ND,499111
17143.0,Peoria County,IL,IL,250810
29019.0,Boone County,MO,MO,392890
54039.0,Kanawha County,WV,WV,149377
6089.0,Shasta County,CA,CA,416189
36111.0,Ulster County,NY,NY,460032
39103.0,Medina County,OH,OH,469599
12005.0,Bay County,FL,FL,236672
10001.0,Kent County,DE,DE,325732
6025.0,Imperial County,CA,CA,455323
18163.0,Vanderburgh County,IN,IN,271836
20177.0,Shawnee County,KS,KS,305615
39089.0,Licking County,OH,OH,145714
48251.0,Johnson County,TX,TX,202946
49053.0,Washington County,UT,UT,471760
26121.0,Muskegon County,MI,MI,205983
19163.0,Scott County,IA,IA,287563
18127.0,Porter County,IN,IN,224123
1081.0,Lee County,AL,AL,405628
24013.0,Carroll County,MD,MD,182989
18063.0,Hendricks County,IN,IN,398356
17113.0,McLean County,IL,IL,405669
55139.0,Winnebago County,WI,WI,278274
37147.0,Pitt County,NC,NC,263707
48187.0,Guadalupe County,TX,TX,425352
44003.0,Kent County,RI,RI,395972
37001.0,Alamance County,NC,NC,365564
55059.0,Kenosha County,WI,WI,458896
20209.0,Wyandotte County,KS,KS,231373
16055.0,Kootenai County,ID,ID,215294
21117.0,Kenton County,KY,KY,224019
42007.0,Beaver County,PA,PA,165726
42089.0,Monroe County,PA,PA,241564
45003.0,Aiken County,SC,SC,477812
37057.0,Davidson County,NC,NC,368246
8101.0,Pueblo County,CO,CO,281408
50007.0,Chittenden County,VT,VT,218015
39057.0,Greene County,OH,OH,316386
48329.0,Midland County,TX,TX,354079
13223.0,Paulding County,GA,GA,126641
24017.0,Charles County,MD,MD,265656
15009.0,Maui County,HI,HI,263817
9007.0,Middlesex County,CT,CT,465890
30111.0,Yellowstone County,MT,MT,136631
55105.0,Rock County,WI,WI,342289
39133.0,Portage County,OH,OH,172991
25015.0,Hampshire County,MA,MA,104014
48135.0,Ector County,TX,TX,373237
13153.0,Houston County,GA,GA,118070
45035.0,Dorchester County,SC,SC,397921
36083.0,Rensselaer County,NY,NY,156958
27109.0,Olmsted County,MN,MN,182074
26075.0,Jackson County,MI,MI,110729
22073.0,Ouachita Parish,LA,LA,330785
26147.0,Saint Clair County,MI,MI,276089
18081.0,Johnson County,IN,IN,297392
37035.0,Catawba County,NC,NC,258823
42027.0,Centre County,PA,PA,205864
51510.0,Alexandria City,VA,VA,493002
12061.0,Indian River County,FL,FL,309141
12085.0,Martin County,FL,FL,467654
47163.0,Sullivan County,TN,TN,154748
27145.0,Stearns County,MN,MN,105801
39045.0,Fairfield County,OH,OH,250262
36093.0,Schenectady County,NY,NY,335362
13021.0,Bibb County,GA,GA,129592
6039.0,Madera County,CA,CA,372791
48091.0,Comal County,TX,TX,239788
28121.0,Rankin County,MS,MS,319963
42055.0,Franklin County,PA,PA,348710
34011.0,Cumberland County,NJ,NJ,320984
8077.0,Mesa County,CO,CO,472771
13073.0,Columbia County,GA,GA,432460
26021.0,Berrien County,MI,MI,358067
51179.0,Stafford County,VA,VA,364512
26115.0,Monroe County,MI,MI,177575
24043.0,Washington County,MD,MD,368799
35049.0,Santa Fe County,NM,NM,337549
33013.0,Merrimack County,NH,NH,170031
23019.0,Penobscot County,ME,ME,187922
12017.0,Citrus County,FL,FL,224046
6031.0,Kings County,CA,CA,132097
19103.0,Johnson County,IA,IA,242038
40017.0,Canadian County,OK,OK,224862
9013.0,Tolland County,CT,CT,330229
27139.0,Scott County,MN,MN,218834
35043.0,Sandoval County,NM,NM,193848
37135.0,Orange County,NC,NC,152921
37159.0,Rowan County,NC,NC,280798
34037.0,Sussex County,NJ,NJ,226141
13077.0,Coweta County,GA,GA,281372
4005.0,Coconino County,AZ,AZ,384821
48367.0,Parker County,TX,TX,155609
47189.0,Wilson County,TN,TN,327897
17161.0,Rock Island County,IL,IL,131024
37151.0,Randolph County,NC,NC,170313
13097.0,Douglas County,GA,GA,489957
42107.0,Schuylkill County,PA,PA,284078
28059.0,Jackson County,MS,MS,457429
42075.0,Lebanon County,PA,PA,213632
48441.0,Taylor County,TX,TX,351451
22063.0,Livingston Parish,LA,LA,103051
18105.0,Monroe County,IN,IN,279819
48257.0,Kaufman County,TX,TX,476836
27171.0,Wright County,MN,MN,187235
48381.0,Randall County,TX,TX,297484
6055.0,Napa County,CA,CA,289407
51177.0,Spotsylvania County,VA,VA,311810
55073.0,Marathon County,WI,WI,303687
45041.0,Florence County,SC,SC,173523
6023.0,Humboldt County,CA,CA,336175
51650.0,Hampton City,VA,VA,194476
55131.0,Washington County,WI,WI,333841
39023.0,Clark County,OH,OH,379163
21015.0,Boone County,KY,KY,445757
26025.0,Calhoun County,MI,MI,322866
48181.0,Grayson County,TX,TX,186672
42021.0,Cambria County,PA,PA,173847
47009.0,Blount County,TN,TN,444894
37019.0,Brunswick County,NC,NC,310706
37085.0,Harnett County,NC,NC,128251
21227.0,Warren County,KY,KY,203481
17179.0,Tazewell County,IL,IL,474710
47179.0,Washington County,TN,TN,125945
39173.0,Wood County,OH,OH,452996
22105.0,Tangipahoa Parish,LA,LA,132217
49005.0,Cache County,UT,UT,108308
19013.0,Black Hawk County,IA,IA,368093
17093.0,Kendall County,IL,IL,283062
33017.0,Strafford County,NH,NH,494366
22079.0,Rapides Parish,LA,LA,320552
18095.0,Madison County,IN,IN,200235
44009.0,Washington County,RI,RI,174740
45077.0,Pickens County,SC,SC,478496
48485.0,Wichita County,TX,TX,96617
42051.0,Fayette County,PA,PA,46896
25003.0,Berkshire County,MA,MA,76175
34019.0,Hunterdon County,NJ,NJ,37805
53057.0,Skagit County,WA,WA,35237
13059.0,Clarke County,GA,GA,50056
36013.0,Chautauqua County,NY,NY,75543
22015.0,Bossier Parish,LA,LA,86556
5131.0,Sebastian County,AR,AR,33343
12119.0,Sumter County,FL,FL,43500
41043.0,Linn County,OR,OR,83222
22005.0,Ascension Parish,LA,LA,59375
4003.0,Cochise County,AZ,AZ,39662
39139.0,Richland County,OH,OH,46964
48183.0,Gregg County,TX,TX,89638
23011.0,Kennebec County,ME,ME,97215
5045.0,Faulkner County,AR,AR,99042
42013.0,Blair County,PA,PA,43284
35045.0,San Juan County,NM,NM,91389
1103.0,Morgan County,AL,AL,39435
5125.0,Saline County,AR,AR,84340
29097.0,Jasper County,MO,MO,74078
16019.0,Bonneville County,ID,ID,81293
40031.0,Comanche County,OK,OK,90403
54003.0,Berkeley County,WV,WV,59124
55063.0,La Crosse County,WI,WI,73919
18019.0,Clark County,IN,IN,65247
26005.0,Allegan County,MI,MI,92752
48451.0,Tom Green County,TX,TX,86573
48375.0,Potter County,TX,TX,89101
37155.0,Robeson County,NC,NC,56646
20045.0,Douglas County,KS,KS,53049
13045.0,Carroll County,GA,GA,98385
36075.0,Oswego County,NY,NY,70158
37191.0,Wayne County,NC,NC,95417
13113.0,Fayette County,GA,GA,53289
36045.0,Jefferson County,NY,NY,39823
55117.0,Sheboygan County,WI,WI,90160
13185.0,Lowndes County,GA,GA,71975
30063.0,Missoula County,MT,MT,39540
39169.0,Wayne County,OH,OH,46364
9015.0,Windham County,CT,CT,34611
1015.0,Calhoun County,AL,AL,57663
30031.0,Gallatin County,MT,MT,81991
37089.0,Henderson County,NC,NC,87679
42081.0,Lycoming County,PA,PA,60977
12035.0,Flagler County,FL,FL,79115
24037.0,Saint Marys County,MD,MD,90890
18035.0,Delaware County,IN,IN,96387
18091.0,La Porte County,IN,IN,48071
36069.0,Ontario County,NY,NY,89275
51003.0,Albemarle County,VA,VA,41938
13217.0,Newton County,GA,GA,65195
42085.0,Mercer County,PA,PA,34000
41019.0,Douglas County,OR,OR,68304
23001.0,Androscoggin County,ME,ME,99449
21093.0,Hardin County,KY,KY,50764
22109.0,Terrebonne Parish,LA,LA,68494
17099.0,La Salle County,IL,IL,33373
5031.0,Craighead County,AR,AR,42161
53015.0,Cowlitz County,WA,WA,57350
34041.0,Warren County,NJ,NJ,55351
51085.0,Hanover County,VA,VA,45305
26045.0,Eaton County,MI,MI,95953
36089.0,Saint Lawrence County,NY,NY,87458
46103.0,Pennington County,SD,SD,50358
28089.0,Madison County,MS,MS,33267
17091.0,Kankakee County,IL,IL,68513
13015.0,Bartow County,GA,GA,56092
39109.0,Miami County,OH,OH,41338
47011.0,Bradley County,TN,TN,30412
41071.0,Yamhill County,OR,OR,37543
29037.0,Cass County,MO,MO,63496
2170.0,Matanuska Susitna Borough,AK,AK,90692
4017.0,Navajo County,AZ,AZ,74425
18167.0,Vigo County,IN,IN,68756
1069.0,Houston County,AL,AL,48888
55127.0,Walworth County,WI,WI,65735
27019.0,Carver County,MN,MN,77295
54061.0,Monongalia County,WV,WV,47955
36109.0,Tompkins County,NY,NY,67841
45085.0,Sumter County,SC,SC,95510
48397.0,Rockwall County,TX,TX,64911
55035.0,Eau Claire County,WI,WI,89031
29165.0,Platte County,MO,MO,37357
19193.0,Woodbury County,IA,IA,62479
29071.0,Franklin County,MO,MO,91476
17115.0,Macon County,IL,IL,74811
26017.0,Bay County,MI,MI,66208
55039.0,Fond du Lac County,WI,WI,50150
42001.0,Adams County,PA,PA,73286
1055.0,Etowah County,AL,AL,98450
30029.0,Flathead County,MT,MT,51352
24015.0,Cecil County,MD,MD,85069
24045.0,Wicomico County,MD,MD,44397
13313.0,Whitfield County,GA,GA,71555
21059.0,Daviess County,KY,KY,76959
39003.0,Allen County,OH,OH,30728
39029.0,Columbiana County,OH,OH,80517
6057.0,Nevada County,CA,CA,96234
1083.0,Limestone County,AL,AL,69954
37049.0,Craven County,NC,NC,77280
12055.0,Highlands County,FL,FL,46779
17037.0,DeKalb County,IL,IL,93932
56021.0,Laramie County,WY,WY,54466
5051.0,Garland County,AR,AR,66939
51770.0,Roanoke City,VA,VA,99896
26091.0,Lenawee County,MI,MI,65270
51121.0,Montgomery County,VA,VA,89163
6101.0,Sutter County,CA,CA,81934
47119.0,Maury County,TN,TN,94895
37045.0,Cleveland County,NC,NC,62307
48231.0,Hunt County,TX,TX,84098
19061.0,Dubuque County,IA,IA,90921
37125.0,Moore County,NC,NC,35486
47113.0,Madison County,TN,TN,38335
13115.0,Floyd County,GA,GA,41130
19169.0,Story County,IA,IA,90566
47155.0,Sevier County,TN,TN,96703
36079.0,Putnam County,NY,NY,57192
38015.0,Burleigh County,ND,ND,31062
53025.0,Grant County,WA,WA,51545
39007.0,Ashtabula County,OH,OH,51689
22057.0,Lafourche Parish,LA,LA,41174
51740.0,Portsmouth City,VA,VA,39348
1095.0,Marshall County,AL,AL,53714
2090.0,Fairbanks North Star Borough,AK,AK,68102
19049.0,Dallas County,IA,IA,36801
51161.0,Roanoke County,VA,VA,78136
27141.0,Sherburne County,MN,MN,53625
34009.0,Cape May County,NJ,NJ,74261
13297.0,Walton County,GA,GA,31542
39055.0,Geauga County,OH,OH,51677
53021.0,Franklin County,WA,WA,76732
48021.0,Bastrop County,TX,TX,80343
41003.0,Benton County,OR,OR,69081
45057.0,Lancaster County,SC,SC,92856
40131.0,Rogers County,OK,OK,49065
37127.0,Nash County,NC,NC,84693
54011.0,Cabell County,WV,WV,56962
26055.0,Grand Traverse County,MI,MI,58295
36101.0,Steuben County,NY,NY,43807
1077.0,Lauderdale County,AL,AL,72348
19155.0,Pottawattamie County,IA,IA,56432
51800.0,Suffolk City,VA,VA,87854
39157.0,Tuscarawas County,OH,OH,70262
13247.0,Rockdale County,GA,GA,67080
48037.0,Bowie County,TX,TX,31324
21037.0,Campbell County,KY,KY,65909
55109.0,Saint Croix County,WI,WI,49870
24009.0,Calvert County,MD,MD,64578
21151.0,Madison County,KY,KY,56790
42097.0,Northumberland County,PA,PA,55289
6045.0,Mendocino County,CA,CA,85129
36117.0,Wayne County,NY,NY,45485
48469.0,Victoria County,TX,TX,74482
33009.0,Grafton County,NH,NH,34748
55089.0,Ozaukee County,WI,WI,39435
37157.0,Rockingham County,NC,NC,33709
1115.0,Saint Clair County,AL,AL,60355
51069.0,Frederick County,VA,VA,85771
48291.0,Liberty County,TX,TX,87799
55027.0,Dodge County,WI,WI,43116
16083.0,Twin Falls County,ID,ID,55470
26087.0,Lapeer County,MI,MI,72344
12089.0,Nassau County,FL,FL,72918
37023.0,Burke County,NC,NC,82224
29043.0,Christian County,MO,MO,69298
41033.0,Josephine County,OR,OR,91629
1051.0,Elmore County,AL,AL,96040
1043.0,Cullman County,AL,AL,58016
13095.0,Dougherty County,GA,GA,53960
48005.0,Angelina County,TX,TX,63591
16005.0,Bannock County,ID,ID,97641
41053.0,Polk County,OR,OR,66395
39119.0,Muskingum County,OH,OH,52700
42073.0,Lawrence County,PA,PA,64620
53029.0,Island County,WA,WA,50559
37109.0,Lincoln County,NC,NC,91642
29021.0,Buchanan County,MO,MO,51732
44005.0,Newport County,RI,RI,60354
48361.0,Orange County,TX,TX,43843
45075.0,Orangeburg County,SC,SC,47640
55055.0,Jefferson County,WI,WI,82528
